benchmark,dataset,question_id,data_source,duration,msg_size
MMLU,philosophy,9714,1,1.2791826725006104,7156
MMLU,philosophy,9714,3,1.5430097579956055,7307
MMLU,philosophy,9714,9,1.6334850788116455,7453
MMLU,philosophy,9714,8,1.872523307800293,7152
MMLU,philosophy,9714,0,1.9252686500549316,7530
MMLU,philosophy,9714,4,2.034085988998413,7313
MMLU,philosophy,9714,2,2.0723490715026855,7022
MMLU,philosophy,9714,5,2.072108268737793,7012
MMLU,philosophy,9714,6,2.167926073074341,6991
MMLU,philosophy,9714,7,2.3539347648620605,7001
MMLU,philosophy,9715,4,0.8801178932189941,7086
MMLU,philosophy,9715,1,1.3426954746246338,6956
MMLU,philosophy,9715,5,1.3392760753631592,7004
MMLU,philosophy,9715,8,1.4851412773132324,6633
MMLU,philosophy,9715,3,1.5745387077331543,6925
MMLU,philosophy,9715,2,1.742551326751709,6912
MMLU,philosophy,9715,9,1.7747712135314941,7081
MMLU,philosophy,9715,6,1.8115684986114502,7162
MMLU,philosophy,9715,7,1.9176111221313477,6782
MMLU,philosophy,9715,0,2.230710029602051,7026
MMLU,philosophy,9716,4,0.7542805671691895,7110
MMLU,philosophy,9716,8,0.9039444923400879,7034
MMLU,philosophy,9716,3,0.9910798072814941,7098
MMLU,philosophy,9716,1,1.0008673667907715,7097
MMLU,philosophy,9716,5,1.0726478099822998,6863
MMLU,philosophy,9716,9,1.060697078704834,7052
MMLU,philosophy,9716,6,1.2450451850891113,7317
MMLU,philosophy,9716,2,1.2574512958526611,6696
MMLU,philosophy,9716,0,1.520911693572998,7130
MMLU,philosophy,9716,7,1.527193307876587,6790
MMLU,philosophy,9717,1,0.6241335868835449,7079
MMLU,philosophy,9717,5,0.7743227481842041,6772
MMLU,philosophy,9717,0,0.884035587310791,6953
MMLU,philosophy,9717,9,1.014373540878296,7420
MMLU,philosophy,9717,8,1.1090199947357178,6934
MMLU,philosophy,9717,4,1.0219862461090088,6829
MMLU,philosophy,9717,3,1.1992366313934326,6915
MMLU,philosophy,9717,6,1.4647467136383057,7040
MMLU,philosophy,9717,2,1.4927425384521484,6794
MMLU,philosophy,9717,7,1.7500052452087402,7110
MMLU,philosophy,9718,4,0.8984065055847168,7077
MMLU,philosophy,9718,9,0.9766197204589844,7104
MMLU,philosophy,9718,8,1.0744009017944336,7073
MMLU,philosophy,9718,2,1.1651740074157715,6574
MMLU,philosophy,9718,1,1.20578932762146,7086
MMLU,philosophy,9718,6,1.2459602355957031,7408
MMLU,philosophy,9718,5,1.2061810493469238,6794
MMLU,philosophy,9718,3,1.3655767440795898,7167
MMLU,philosophy,9718,0,1.4859697818756104,7201
MMLU,philosophy,9718,7,1.6031808853149414,7549
MMLU,philosophy,9719,8,0.5694565773010254,7512
MMLU,philosophy,9719,9,0.6053757667541504,7629
MMLU,philosophy,9719,1,0.7605879306793213,7124
MMLU,philosophy,9719,5,0.9245824813842773,6905
MMLU,philosophy,9719,2,0.939338207244873,7200
MMLU,philosophy,9719,4,0.980980396270752,7370
MMLU,philosophy,9719,3,0.985266923904419,7405
MMLU,philosophy,9719,0,1.1501901149749756,7554
MMLU,philosophy,9719,6,1.2951304912567139,7278
MMLU,philosophy,9719,7,1.4787485599517822,7278
MMLU,philosophy,9720,1,0.7551670074462891,6831
MMLU,philosophy,9720,9,0.8925192356109619,6919
MMLU,philosophy,9720,8,1.0679702758789062,6804
MMLU,philosophy,9720,3,1.1069066524505615,7088
MMLU,philosophy,9720,5,1.1168785095214844,6917
MMLU,philosophy,9720,0,1.142918586730957,6829
MMLU,philosophy,9720,4,1.2323744297027588,6879
MMLU,philosophy,9720,2,1.466904878616333,6709
MMLU,philosophy,9720,6,1.659254550933838,6999
MMLU,philosophy,9720,7,2.1328985691070557,7188
MMLU,philosophy,9721,1,0.7662789821624756,7105
MMLU,philosophy,9721,9,0.9642379283905029,6975
MMLU,philosophy,9721,8,1.1155509948730469,7128
MMLU,philosophy,9721,3,1.1758060455322266,7050
MMLU,philosophy,9721,4,1.1915309429168701,7064
MMLU,philosophy,9721,6,1.2106707096099854,7229
MMLU,philosophy,9721,2,1.3634059429168701,6813
MMLU,philosophy,9721,0,1.4993634223937988,7195
MMLU,philosophy,9721,7,1.7668359279632568,7294
MMLU,philosophy,9721,5,1.8608031272888184,6940
MMLU,philosophy,9722,5,0.5067470073699951,7000
MMLU,philosophy,9722,1,0.6582026481628418,6810
MMLU,philosophy,9722,8,0.7225995063781738,7029
MMLU,philosophy,9722,0,0.9274840354919434,7131
MMLU,philosophy,9722,9,0.9205665588378906,7062
MMLU,philosophy,9722,3,1.053382396697998,6782
MMLU,philosophy,9722,4,1.1827762126922607,6996
MMLU,philosophy,9722,2,1.2798404693603516,6762
MMLU,philosophy,9722,7,1.3097710609436035,7037
MMLU,philosophy,9722,6,1.3600032329559326,6866
MMLU,philosophy,9723,8,0.38962745666503906,6849
MMLU,philosophy,9723,9,0.40411829948425293,7242
MMLU,philosophy,9723,5,0.47945570945739746,6870
MMLU,philosophy,9723,1,0.5349488258361816,7138
MMLU,philosophy,9723,0,0.5721828937530518,7015
MMLU,philosophy,9723,2,0.5924582481384277,6856
MMLU,philosophy,9723,3,0.7023196220397949,7273
MMLU,philosophy,9723,4,0.9048902988433838,7314
MMLU,philosophy,9723,7,1.0222342014312744,6993
MMLU,philosophy,9723,6,1.0869545936584473,7135
MMLU,philosophy,9724,8,0.3756675720214844,7063
