benchmark,dataset,question_id,data_source,duration,msg_size
MMLU,international_law,6443,7,0.49250340461730957,7263
MMLU,international_law,6444,7,0.4213414192199707,6879
MMLU,international_law,6445,7,0.4824202060699463,7607
MMLU,international_law,6446,7,0.43361711502075195,7033
MMLU,international_law,6446,3,0.5169241428375244,7269
MMLU,international_law,6447,7,0.4268043041229248,7222
MMLU,international_law,6448,3,0.43703675270080566,7299
MMLU,international_law,6448,7,0.5299043655395508,7564
MMLU,international_law,6449,3,0.3906707763671875,7257
MMLU,international_law,6449,7,0.44074296951293945,7219
MMLU,international_law,6450,3,0.4242427349090576,7632
MMLU,international_law,6450,7,0.63822340965271,7205
MMLU,international_law,6451,7,0.6984796524047852,7702
MMLU,international_law,6452,0,0.41594934463500977,7412
MMLU,international_law,6452,7,0.7716248035430908,7678
MMLU,international_law,6453,0,0.405353307723999,7334
MMLU,international_law,6453,3,0.46553802490234375,7041
MMLU,international_law,6453,7,0.7240211963653564,7063
MMLU,international_law,6454,7,0.8321413993835449,7316
MMLU,international_law,6455,3,0.3846766948699951,7065
MMLU,international_law,6455,0,0.4146864414215088,7173
MMLU,international_law,6455,7,0.7180120944976807,7299
MMLU,international_law,6456,0,0.39731311798095703,7499
MMLU,international_law,6456,7,0.7904901504516602,7471
MMLU,international_law,6457,7,0.5089731216430664,7492
MMLU,international_law,6458,7,0.44368982315063477,7286
MMLU,international_law,6458,3,0.4498414993286133,7637
MMLU,international_law,6459,3,0.4516408443450928,6831
MMLU,international_law,6459,7,0.5080533027648926,6925
MMLU,international_law,6460,6,0.3421938419342041,7345
MMLU,international_law,6460,7,0.4442768096923828,7444
MMLU,international_law,6461,3,0.3832714557647705,7319
MMLU,international_law,6461,7,0.7026815414428711,7189
MMLU,international_law,6462,0,0.41762661933898926,7262
MMLU,international_law,6462,3,0.5583088397979736,7157
MMLU,international_law,6462,7,0.718003511428833,7069
MMLU,international_law,6463,7,0.6360211372375488,7181
MMLU,international_law,6464,7,0.7600805759429932,7254
MMLU,international_law,6465,7,0.8738300800323486,7030
MMLU,international_law,6466,3,0.5173540115356445,7066
MMLU,international_law,6466,7,0.6418864727020264,7052
MMLU,international_law,6467,7,0.744586706161499,7336
MMLU,international_law,6468,9,0.3541758060455322,6911
MMLU,international_law,6468,4,0.44090890884399414,7007
MMLU,international_law,6468,3,0.5272781848907471,6982
MMLU,international_law,6468,7,0.6651952266693115,7199
MMLU,international_law,6469,6,0.34862351417541504,7190
MMLU,international_law,6469,0,0.41842198371887207,7517
MMLU,international_law,6469,7,0.5100493431091309,7290
MMLU,international_law,6469,3,0.5313470363616943,7596
MMLU,international_law,6470,0,0.4037315845489502,7254
MMLU,international_law,6470,7,0.49275732040405273,7561
MMLU,international_law,6470,3,0.6206190586090088,7180
MMLU,international_law,6471,7,0.4867227077484131,7289
MMLU,international_law,6472,7,0.499392032623291,7023
MMLU,international_law,6473,7,0.42134523391723633,7006
MMLU,international_law,6474,7,0.4203784465789795,7189
MMLU,international_law,6474,3,0.8153989315032959,6861
MMLU,international_law,6475,3,0.373748779296875,7551
MMLU,international_law,6475,7,0.43080830574035645,7439
MMLU,international_law,6476,7,0.4162425994873047,7152
MMLU,international_law,6477,7,0.4596445560455322,7242
MMLU,international_law,6478,7,0.430678129196167,7371
MMLU,international_law,6479,7,0.42603445053100586,7144
MMLU,international_law,6480,7,0.46927952766418457,7234
MMLU,international_law,6481,7,0.5147705078125,7246
MMLU,international_law,6482,7,0.4251554012298584,7145
MMLU,international_law,6483,7,0.4222869873046875,7224
MMLU,international_law,6484,3,0.40998268127441406,7576
MMLU,international_law,6484,7,0.4367499351501465,7241
MMLU,international_law,6485,7,0.4904963970184326,7171
MMLU,international_law,6486,7,0.42717909812927246,7191
MMLU,international_law,6486,3,0.7050070762634277,7350
MMLU,international_law,6487,7,0.42264366149902344,7146
MMLU,international_law,6488,7,0.424680233001709,7054
MMLU,international_law,6489,3,0.3864109516143799,7338
MMLU,international_law,6489,7,0.44319868087768555,7639
MMLU,international_law,6490,7,0.4406623840332031,7118
MMLU,international_law,6491,3,0.3909475803375244,7285
MMLU,international_law,6491,7,0.4379715919494629,7188
