benchmark,dataset,question_id,data_source,duration,msg_size
MMLU,professional_psychology,12437,4,1.6939263343811035,7184
MMLU,professional_psychology,12437,1,1.7442877292633057,7021
MMLU,professional_psychology,12437,8,1.7481884956359863,7149
MMLU,professional_psychology,12437,2,2.0255348682403564,6838
MMLU,professional_psychology,12437,9,2.0431156158447266,6933
MMLU,professional_psychology,12437,6,2.0700933933258057,7547
MMLU,professional_psychology,12437,5,2.0884995460510254,7106
MMLU,professional_psychology,12437,3,2.2856431007385254,7384
MMLU,professional_psychology,12437,7,2.677177906036377,7372
MMLU,professional_psychology,12437,0,8.012771606445312,7295
MMLU,professional_psychology,12438,0,1.333198070526123,7248
MMLU,professional_psychology,12438,4,1.3652141094207764,6967
MMLU,professional_psychology,12438,5,1.5660550594329834,6992
MMLU,professional_psychology,12438,1,1.6121547222137451,6862
MMLU,professional_psychology,12438,6,1.661475658416748,7953
MMLU,professional_psychology,12438,9,1.5718638896942139,7430
MMLU,professional_psychology,12438,2,1.7364184856414795,7110
MMLU,professional_psychology,12438,3,1.860212802886963,7092
MMLU,professional_psychology,12438,8,1.783675193786621,7183
MMLU,professional_psychology,12438,7,2.4028849601745605,7135
MMLU,professional_psychology,12439,1,0.8206374645233154,6988
MMLU,professional_psychology,12439,5,0.8921778202056885,6836
MMLU,professional_psychology,12439,8,1.0058989524841309,7047
MMLU,professional_psychology,12439,0,1.0137178897857666,7193
MMLU,professional_psychology,12439,9,1.0149831771850586,6995
MMLU,professional_psychology,12439,3,1.0734221935272217,7059
MMLU,professional_psychology,12439,2,1.0862891674041748,7016
MMLU,professional_psychology,12439,6,1.339202642440796,7369
MMLU,professional_psychology,12439,7,1.4301540851593018,7318
MMLU,professional_psychology,12439,4,1.818814754486084,7374
MMLU,professional_psychology,12440,1,0.5906112194061279,6910
MMLU,professional_psychology,12440,5,0.4783608913421631,6919
MMLU,professional_psychology,12440,2,0.7567408084869385,7017
MMLU,professional_psychology,12440,3,0.7571806907653809,6971
MMLU,professional_psychology,12440,0,0.7643933296203613,7028
MMLU,professional_psychology,12440,8,0.7961883544921875,6775
MMLU,professional_psychology,12440,6,0.8398191928863525,7158
MMLU,professional_psychology,12440,7,1.1293652057647705,7041
MMLU,professional_psychology,12440,9,1.4131567478179932,6971
MMLU,professional_psychology,12440,4,2.480757474899292,7312
MMLU,professional_psychology,12441,1,0.4533576965332031,6984
MMLU,professional_psychology,12441,9,0.5744972229003906,7293
MMLU,professional_psychology,12441,2,0.7183632850646973,7441
MMLU,professional_psychology,12441,8,0.7181911468505859,7135
MMLU,professional_psychology,12441,5,0.7345306873321533,6780
MMLU,professional_psychology,12441,0,0.8532102108001709,7548
MMLU,professional_psychology,12441,6,0.8873705863952637,7440
MMLU,professional_psychology,12441,3,0.8883860111236572,7490
MMLU,professional_psychology,12441,7,0.9463527202606201,7417
MMLU,professional_psychology,12441,4,1.705381155014038,7489
MMLU,professional_psychology,12442,1,0.4762575626373291,7128
MMLU,professional_psychology,12442,9,0.47782468795776367,7380
MMLU,professional_psychology,12442,8,0.5367836952209473,7112
MMLU,professional_psychology,12442,5,0.6629536151885986,6917
MMLU,professional_psychology,12442,7,0.6836733818054199,7151
MMLU,professional_psychology,12442,2,0.7896864414215088,7019
MMLU,professional_psychology,12442,0,0.8378243446350098,7337
MMLU,professional_psychology,12442,3,1.0169458389282227,7316
MMLU,professional_psychology,12442,6,1.1587138175964355,7321
MMLU,professional_psychology,12442,4,1.543504238128662,7303
MMLU,professional_psychology,12443,9,0.2867865562438965,7223
MMLU,professional_psychology,12443,8,0.40408921241760254,6991
MMLU,professional_psychology,12443,1,0.439486026763916,6811
MMLU,professional_psychology,12443,4,0.6181519031524658,7158
MMLU,professional_psychology,12443,7,0.6156325340270996,7212
MMLU,professional_psychology,12443,5,0.6210620403289795,6888
MMLU,professional_psychology,12443,3,0.6964976787567139,7154
MMLU,professional_psychology,12443,2,0.7330288887023926,7054
MMLU,professional_psychology,12443,6,0.7158858776092529,7107
MMLU,professional_psychology,12443,0,0.7641539573669434,7335
MMLU,professional_psychology,12444,9,0.2996063232421875,7408
MMLU,professional_psychology,12444,1,0.3512990474700928,6947
MMLU,professional_psychology,12444,5,0.5912237167358398,7166
MMLU,professional_psychology,12444,2,0.6080567836761475,6968
MMLU,professional_psychology,12444,3,0.6778879165649414,6956
MMLU,professional_psychology,12444,0,0.6972527503967285,7087
MMLU,professional_psychology,12444,6,0.7067530155181885,6916
MMLU,professional_psychology,12444,8,0.725006103515625,6856
MMLU,professional_psychology,12444,7,0.755868673324585,7232
MMLU,professional_psychology,12444,4,0.9238717555999756,7066
MMLU,professional_psychology,12445,9,0.28635478019714355,6859
MMLU,professional_psychology,12445,8,0.352341890335083,6905
MMLU,professional_psychology,12445,1,0.514458179473877,7012
MMLU,professional_psychology,12445,4,0.5401449203491211,6974
MMLU,professional_psychology,12445,6,0.5700061321258545,7335
MMLU,professional_psychology,12445,5,0.5825917720794678,6996
MMLU,professional_psychology,12445,2,0.7140436172485352,7141
MMLU,professional_psychology,12445,0,0.7730202674865723,7116
MMLU,professional_psychology,12445,7,0.8229155540466309,7313
MMLU,professional_psychology,12445,3,0.8598978519439697,7181
MMLU,professional_psychology,12446,9,0.32637691497802734,7370
MMLU,professional_psychology,12446,8,0.38676881790161133,6954
MMLU,professional_psychology,12446,1,0.42239928245544434,7156
MMLU,professional_psychology,12446,2,0.6631879806518555,7375
MMLU,professional_psychology,12446,4,0.7112486362457275,7253
MMLU,professional_psychology,12446,0,0.7849564552307129,7459
MMLU,professional_psychology,12446,5,0.7838404178619385,7206
MMLU,professional_psychology,12446,3,0.8256502151489258,7466
MMLU,professional_psychology,12446,6,0.8640146255493164,7592
MMLU,professional_psychology,12446,7,1.052532434463501,7798
MMLU,professional_psychology,12447,8,0.45438671112060547,7199
MMLU,professional_psychology,12447,9,0.46184802055358887,7463
MMLU,professional_psychology,12447,1,0.6816196441650391,7018
MMLU,professional_psychology,12447,4,0.7259438037872314,7169
MMLU,professional_psychology,12447,6,0.7436041831970215,7353
MMLU,professional_psychology,12447,2,0.7694790363311768,7134
MMLU,professional_psychology,12447,5,0.793147087097168,6839
MMLU,professional_psychology,12447,0,0.8946115970611572,7603
MMLU,professional_psychology,12447,3,0.990293025970459,7167
MMLU,professional_psychology,12447,7,1.0100064277648926,7350
MMLU,professional_psychology,12448,8,0.33602476119995117,7113
MMLU,professional_psychology,12448,9,0.36664557456970215,7021
MMLU,professional_psychology,12448,5,0.4991946220397949,6853
MMLU,professional_psychology,12448,1,0.6411306858062744,6976
MMLU,professional_psychology,12448,6,0.6850214004516602,7116
MMLU,professional_psychology,12448,4,0.6979331970214844,7076
MMLU,professional_psychology,12448,0,0.7355270385742188,7532
MMLU,professional_psychology,12448,2,0.7749934196472168,7142
MMLU,professional_psychology,12448,3,0.8234677314758301,7306
MMLU,professional_psychology,12448,7,0.9926180839538574,7040
MMLU,professional_psychology,12449,8,0.3635239601135254,7508
MMLU,professional_psychology,12449,5,0.46903252601623535,6944
MMLU,professional_psychology,12449,9,0.4725651741027832,7409
MMLU,professional_psychology,12449,6,0.5210511684417725,7495
MMLU,professional_psychology,12449,1,0.5594851970672607,6972
MMLU,professional_psychology,12449,2,0.5771811008453369,7053
MMLU,professional_psychology,12449,3,0.6661183834075928,7072
MMLU,professional_psychology,12449,0,0.7067720890045166,7370
MMLU,professional_psychology,12449,4,0.7231955528259277,7349
MMLU,professional_psychology,12449,7,1.098456859588623,7515
MMLU,professional_psychology,12450,8,0.3501906394958496,7151
MMLU,professional_psychology,12450,9,0.39720678329467773,7307
MMLU,professional_psychology,12450,0,0.44491076469421387,7477
MMLU,professional_psychology,12450,6,0.42874956130981445,7294
MMLU,professional_psychology,12450,2,0.45655393600463867,7142
MMLU,professional_psychology,12450,1,0.5265035629272461,7051
MMLU,professional_psychology,12450,5,0.5373554229736328,6843
